# name,mass,radius,orbital_period,star_distance,star_mass,discovered,detection_type
Kepler-164 c,,0.244,10.945723,914.18,1.11,2014.0,Primary Transit
Kepler-164 d,,0.21899999999999997,28.986769,914.18,1.11,2014.0,Primary Transit
Kepler-1640 b,,0.43,7.5844125999999985,1379.0,1.27,2016.0,Primary Transit
Kepler-1641 b,,0.27699999999999997,19.672266,961.0,1.12,2016.0,Primary Transit
Kepler-1641 c,,0.263,32.657212,961.0,1.12,2016.0,Primary Transit
Kepler-1642 b,,0.285,12.205751300000001,447.0,0.88,2016.0,Primary Transit
Kepler-1642 c,,0.237,6.651380199999999,447.0,0.88,2016.0,Primary Transit
Kepler-1643 b,,0.205,5.34264507,414.0,0.92,2016.0,Primary Transit
Kepler-1644 b,,0.168,21.0907758,592.0,0.89,2016.0,Primary Transit
Kepler-1645 b,,0.159,16.1779561,844.0,1.02,2016.0,Primary Transit
Kepler-1646 b,,0.11,4.48558383,81.0,0.24,2016.0,Primary Transit
Kepler-1647 (AB) b,1.52,1.06,1107.5923,,2.1885,2015.0,Primary Transit
Kepler-1649 b,,0.091,8.689099,92.43,0.2,2017.0,Primary Transit
Kepler-1649 c,,0.095,19.53527,92.43,0.2,2020.0,Primary Transit
Kepler-165 b,,0.207,8.180848,570.07,,2014.0,Primary Transit
Kepler-165 c,,0.19899999999999998,15.31299,570.07,,2014.0,Primary Transit
Kepler-1650 b,,0.086,1.53818001,120.5,0.33,2017.0,Primary Transit
Kepler-1651 b,,0.16399999999999998,9.87863917,69.4,0.52,2017.0,Primary Transit
Kepler-1652 b,,0.14300000000000002,38.09722,252.0,0.4,2017.0,Primary Transit
Kepler-1653 b,,0.19399999999999998,140.2524,755.0,0.72,2017.0,Primary Transit
Kepler-1654 b,0.5,0.8190000000000001,1047.8356,577.6,1.01,2018.0,Primary Transit
Kepler-1655 b,0.01573,0.19699999999999998,11.8728787,214.58,1.03,2018.0,Primary Transit
Kepler-1656 b,0.15291,0.44799999999999995,31.578659000000002,186.88,1.03,2018.0,Primary Transit
Kepler-1658 b,5.88,1.07,3.84937278,806.07,1.45,2019.0,Primary Transit
Kepler-166 b,,0.203,7.650253999999999,614.16,,2014.0,Primary Transit
Kepler-166 c,,0.212,34.260281,614.16,,2014.0,Primary Transit
Kepler-166 d,,0.154,1.55400393,614.16,,2016.0,Primary Transit
Kepler-1661 (AB) b,0.053,,175.06,415.5,1.1,2019.0,Primary Transit
Kepler-1663 b,,0.295,17.6046,341.22,,2020.0,Primary Transit
Kepler-1664 b,,0.271,14.3868,,1.081,2020.0,Primary Transit
Kepler-1665 b,,0.253,11.9548,338.8,0.746,2020.0,Primary Transit
Kepler-1666 b,,0.257,25.8476,1434.42,1.084,2020.0,Primary Transit
Kepler-1666 c,,0.289,40.7157,1434.42,1.084,2020.0,Primary Transit
Kepler-1667 b,,0.266,83.5781,638.35,1.094,2020.0,Primary Transit
Kepler-1668 b,,0.38799999999999996,15.434000000000001,1386.19,1.065,2020.0,Primary Transit
Kepler-1669 b,,0.248,9.51216,551.78,0.57,2020.0,Primary Transit
Kepler-167 b,,0.14400000000000002,4.393163200000001,330.0,0.77,2014.0,Primary Transit
Kepler-167 c,,0.138,7.406114,330.0,0.77,2014.0,Primary Transit
Kepler-167 d,0.006,0.107,21.803855,330.0,0.77,2016.0,Primary Transit
Kepler-167 e,4.0,0.9059999999999999,1071.2322800000002,330.0,0.77,2016.0,Primary Transit
Kepler-1670 b,,0.299,20.4998,2198.41,1.0859999999999999,2020.0,Primary Transit
Kepler-1671 b,,0.11800000000000001,4.16787,360.77,0.7659999999999999,2020.0,Primary Transit
Kepler-1672 b,,0.265,150.878,395.58,0.9359999999999999,2020.0,Primary Transit
Kepler-1673 b,,0.262,33.7888,742.78,1.1,2020.0,Primary Transit
Kepler-1674 b,,0.28600000000000003,62.5611,1042.07,0.925,2020.0,Primary Transit
Kepler-1675 b,,0.27899999999999997,63.0382,663.58,1.137,2020.0,Primary Transit
Kepler-1676 b,,0.301,29.9221,,1.07,2020.0,Primary Transit
Kepler-1677 b,,0.24100000000000002,22.064,751.23,1.195,2020.0,Primary Transit
Kepler-1678 b,,0.295,147.974,867.94,0.961,2020.0,Primary Transit
Kepler-1679 b,,0.185,9.75376,932.63,0.996,2020.0,Primary Transit
Kepler-168 b,,0.13,4.425391,1396.0,,2014.0,Primary Transit
Kepler-168 c,,0.24,13.193242000000001,1396.0,,2014.0,Primary Transit
Kepler-1680 b,,0.121,8.774239999999999,313.12,0.8320000000000001,2020.0,Primary Transit
Kepler-1681 b,,0.228,69.8956,652.25,0.7240000000000001,2020.0,Primary Transit
Kepler-1682 b,,0.258,14.8334,1197.63,0.9259999999999999,2020.0,Primary Transit
Kepler-1683 b,,0.16699999999999998,15.0337,748.64,0.909,2020.0,Primary Transit
Kepler-1684 b,,0.256,47.7055,633.05,0.672,2020.0,Primary Transit
Kepler-1685 b,,0.23,20.4905,1178.83,1.038,2020.0,Primary Transit
Kepler-1686 b,,0.127,9.30987,745.49,0.996,2020.0,Primary Transit
Kepler-1687 b,,0.14800000000000002,5.77954,422.02,0.565,2020.0,Primary Transit
Kepler-1688 b,,0.113,5.62012,567.45,0.9490000000000001,2020.0,Primary Transit
Kepler-1689 b,,0.084,8.482999999999999,296.63,0.9159999999999999,2020.0,Primary Transit
Kepler-169 b,,0.10099999999999999,3.250619,411.34,0.86,2014.0,Primary Transit
Kepler-169 c,,0.10800000000000001,6.195469,411.34,0.86,2014.0,Primary Transit
Kepler-169 d,,0.11199999999999999,8.348125,411.34,0.86,2014.0,Primary Transit
Kepler-169 e,,0.196,13.767102,411.34,0.86,2014.0,Primary Transit
Kepler-169 f,,0.23,87.090195,411.34,0.86,2014.0,Primary Transit
Kepler-1690 b,,0.251,234.636,718.3,0.882,2020.0,Primary Transit
Kepler-1691 b,,0.16399999999999998,3.8482,1315.6,1.2209999999999999,2020.0,Primary Transit
Kepler-1692 b,,0.099,5.9596599999999995,601.22,1.012,2020.0,Primary Transit
Kepler-1693 b,,0.115,12.0999,776.92,0.95,2020.0,Primary Transit
Kepler-1694 b,,0.105,3.89526,521.0,0.675,2020.0,Primary Transit
Kepler-1695 b,,0.1,4.7329,809.5,0.865,2020.0,Primary Transit
Kepler-1696 b,,0.251,65.9409,1571.34,1.047,2020.0,Primary Transit
Kepler-1697 b,,0.11199999999999999,33.4969,249.56,0.9620000000000001,2020.0,Primary Transit
Kepler-1698 b,,0.096,1.2107,223.78,0.7170000000000001,2020.0,Primary Transit
Kepler-1699 b,,0.14,3.49082,,0.7909999999999999,2020.0,Primary Transit
Kepler-17 b,2.45,1.31,1.4857108,800.0,1.16,2011.0,Primary Transit
Kepler-170 b,,0.285,7.930592,754.64,,2014.0,Primary Transit
Kepler-170 c,,0.255,16.665863,754.64,,2014.0,Primary Transit
Kepler-1700 b,,0.259,234.239,732.73,1.249,2020.0,Primary Transit
Kepler-1701 b,,0.198,169.13400000000001,594.1,0.8640000000000001,2020.0,Primary Transit
Kepler-1702 b,,0.14300000000000002,18.5012,878.23,0.8290000000000001,2020.0,Primary Transit
Kepler-171 b,,0.209,4.166972,885.43,,2014.0,Primary Transit
Kepler-171 c,,0.228,11.463462,885.43,,2014.0,Primary Transit
Kepler-171 d,,0.16899999999999998,39.595519,885.43,,2014.0,Primary Transit
Kepler-172 b,,0.21,2.940309,848.56,0.86,2014.0,Primary Transit
Kepler-172 c,,0.255,6.388996,848.56,0.86,2014.0,Primary Transit
Kepler-172 d,,0.201,14.627119,848.56,0.86,2014.0,Primary Transit
Kepler-172 e,,0.24600000000000002,35.118736,848.56,0.86,2014.0,Primary Transit
Kepler-173 b,,0.115,4.263742,853.39,0.78,2014.0,Primary Transit
Kepler-173 c,,0.217,8.005777,853.39,0.78,2014.0,Primary Transit
Kepler-174 b,,0.175,13.98179,389.07,,2014.0,Primary Transit
Kepler-174 c,,0.133,44.000529,389.07,,2014.0,Primary Transit
Kepler-174 d,,0.195,247.35372999999998,389.07,,2014.0,Primary Transit
Kepler-175 b,,0.228,11.903514999999999,1363.39,1.04,2014.0,Primary Transit
Kepler-175 c,,0.27699999999999997,34.035257,1363.39,1.04,2014.0,Primary Transit
Kepler-176 b,,0.128,5.4330739999999995,535.4,,2014.0,Primary Transit
Kepler-176 c,,0.23199999999999998,12.759712,535.4,,2014.0,Primary Transit
Kepler-176 d,,0.22399999999999998,25.751974,535.4,,2014.0,Primary Transit
Kepler-176 e,,0.129,51.16579,535.4,,2016.0,Primary Transit
Kepler-177 b,0.018369999999999997,0.312,35.8601,1497.42,0.92,2013.0,Primary Transit
Kepler-177 c,0.04625,0.779,49.409259999999996,1497.42,0.92,2013.0,Primary Transit
Kepler-178 b,,0.259,9.576694,731.04,,2014.0,Primary Transit
Kepler-178 c,,0.257,20.552802,731.04,,2014.0,Primary Transit
Kepler-178 d,,0.35200000000000004,96.678988,731.04,,2014.0,Primary Transit
Kepler-179 b,,0.146,2.7359259999999996,616.39,,2014.0,Primary Transit
Kepler-179 c,,0.17800000000000002,6.40013,616.39,,2014.0,Primary Transit
Kepler-18 b,0.022000000000000002,0.17800000000000002,3.504725,438.51,0.97,2011.0,Primary Transit
Kepler-18 c,0.054000000000000006,0.49,7.641589999999999,438.51,0.97,2011.0,Primary Transit
Kepler-18 d,0.052000000000000005,0.623,14.85888,438.51,0.97,2011.0,Primary Transit
Kepler-180 b,,0.134,13.817124,709.83,0.84,2014.0,Primary Transit
Kepler-180 c,,0.26899999999999996,41.885775,709.83,0.84,2014.0,Primary Transit
Kepler-181 b,,0.113,3.137873,620.09,,2014.0,Primary Transit
Kepler-181 c,,0.17800000000000002,4.302149,620.09,,2014.0,Primary Transit
Kepler-182 b,,0.23,9.825792,1621.79,1.14,2014.0,Primary Transit
Kepler-182 c,,0.306,20.684342,1621.79,1.14,2014.0,Primary Transit
Kepler-183 b,,0.184,5.687945,1082.6,,2014.0,Primary Transit
Kepler-183 c,,0.203,11.637071,1082.6,,2014.0,Primary Transit
Kepler-184 b,,0.21100000000000002,10.687576,621.24,,2014.0,Primary Transit
Kepler-184 c,,0.17600000000000002,20.303005,621.24,,2014.0,Primary Transit
Kepler-184 d,,0.222,29.022358,621.24,,2014.0,Primary Transit
Kepler-185 b,,0.10400000000000001,1.6329,473.07,0.79,2014.0,Primary Transit
Kepler-185 c,,0.18,20.729042,473.07,0.79,2014.0,Primary Transit
Kepler-186 b,,0.095,3.8867906999999997,172.0,0.54,2014.0,Primary Transit
Kepler-186 c,,0.11199999999999999,7.267302000000001,172.0,0.54,2014.0,Primary Transit
Kepler-186 d,,0.125,13.342996,172.0,0.54,2014.0,Primary Transit
Kepler-186 e,,0.113,22.407704000000003,172.0,0.54,2014.0,Primary Transit
Kepler-186 f,,0.10400000000000001,129.9441,172.0,0.54,2014.0,Primary Transit
Kepler-187 b,,0.126,4.938864,1180.86,0.85,2014.0,Primary Transit
Kepler-187 c,,0.23800000000000002,10.640263000000001,1180.86,0.85,2014.0,Primary Transit
Kepler-188 b,,0.15,2.061897,996.09,,2014.0,Primary Transit
Kepler-188 c,,0.285,5.996553,996.09,,2014.0,Primary Transit
Kepler-189 b,,0.10800000000000001,10.399931,601.75,0.79,2014.0,Primary Transit
Kepler-189 c,,0.212,20.134866,601.75,0.79,2014.0,Primary Transit
Kepler-19 b,0.026430000000000002,0.198,9.28716,219.95,0.94,2011.0,Primary Transit
Kepler-19 c,0.04122,,28.730999999999998,219.95,0.94,2011.0,TTV
Kepler-19 d,0.07078999999999999,,62.95,219.95,0.94,2017.0,Radial Velocity
Kepler-190 b,,0.139,2.0199990000000003,438.88,0.84,2014.0,Primary Transit
Kepler-190 c,,0.13,3.7630239999999997,438.88,0.84,2014.0,Primary Transit
Kepler-191 b,,0.12,9.939632000000001,604.75,0.85,2014.0,Primary Transit
Kepler-191 c,,0.166,17.738506,604.75,0.85,2014.0,Primary Transit
Kepler-191 d,,0.203,5.94504102,604.75,0.85,2016.0,Primary Transit
Kepler-192 b,,0.244,9.926746000000001,664.14,,2014.0,Primary Transit
Kepler-192 c,,0.249,21.2234,664.14,,2014.0,Primary Transit
Kepler-192 d,,0.091,6.47027579,664.14,,2016.0,Primary Transit
Kepler-193 b,,0.213,11.38848,1038.87,,2014.0,Primary Transit
Kepler-193 c,,0.245,50.697494,1038.87,,2014.0,Primary Transit
Kepler-194 b,,0.135,2.0922810000000003,1133.48,,2014.0,Primary Transit
Kepler-194 c,,0.231,17.308032,1133.48,,2014.0,Primary Transit
Kepler-194 d,,0.214,52.814972999999995,1133.48,,2014.0,Primary Transit
Kepler-195 b,,0.18100000000000002,8.307872,664.47,,2014.0,Primary Transit
Kepler-195 c,,0.138,34.096863,664.47,,2014.0,Primary Transit
Kepler-196 b,,0.17,20.739886,457.26,,2014.0,Primary Transit
Kepler-196 c,,0.2,47.427737,457.26,,2014.0,Primary Transit
Kepler-197 b,,0.091,5.599308000000001,333.75,,2014.0,Primary Transit
Kepler-197 c,0.017,0.11,10.349695,333.75,,2014.0,Primary Transit
Kepler-197 d,,0.109,15.677563000000001,333.75,,2014.0,Primary Transit
Kepler-197 e,,0.081,25.209715,333.75,,2014.0,Primary Transit
Kepler-198 b,,0.252,17.790036999999998,502.52,0.93,2014.0,Primary Transit
Kepler-198 c,,0.22,49.567415999999994,502.52,0.93,2014.0,Primary Transit
Kepler-198 d,,0.136,1.31184443,502.52,0.93,2016.0,Primary Transit
Kepler-199 b,,0.27699999999999997,23.637604,528.99,,2014.0,Primary Transit
Kepler-199 c,,0.29,67.093408,528.99,,2014.0,Primary Transit
Kepler-20 b,0.03052,0.16699999999999998,3.69611525,284.88,0.95,2011.0,Primary Transit
Kepler-20 c,0.040119999999999996,0.272,10.85409089,284.88,0.95,2011.0,Primary Transit
Kepler-20 d,0.03168,0.245,77.61130017,284.88,0.95,2011.0,Primary Transit
Kepler-20 e,0.0097,0.077,6.09852281,284.88,0.95,2011.0,Primary Transit
Kepler-20 f,0.045,0.08900000000000001,19.57758478,284.88,0.95,2011.0,Primary Transit
Kepler-20 g,,,34.94,284.88,0.95,2016.0,Radial Velocity
Kepler-200 b,,0.19,8.594805000000001,678.93,,2014.0,Primary Transit
Kepler-200 c,,0.142,10.222157000000001,678.93,,2014.0,Primary Transit
Kepler-201 b,,0.21899999999999997,25.672082999999997,648.18,1.17,2014.0,Primary Transit
Kepler-201 c,,0.254,151.884058,648.18,1.17,2014.0,Primary Transit
Kepler-202 b,,0.145,4.069426999999999,287.48,,2014.0,Primary Transit
Kepler-202 c,,0.165,16.282493,287.48,,2014.0,Primary Transit
Kepler-203 b,,0.22899999999999998,3.162697,717.73,0.98,2014.0,Primary Transit
Kepler-203 c,,0.22,5.370647,717.73,0.98,2014.0,Primary Transit
Kepler-203 d,,0.128,11.32972,717.73,0.98,2014.0,Primary Transit
Kepler-204 b,,0.226,14.400974,700.59,0.96,2014.0,Primary Transit
Kepler-204 c,,0.16,25.660593,700.59,0.96,2014.0,Primary Transit
Kepler-205 b,,0.135,2.75564,160.46,,2014.0,Primary Transit
Kepler-205 c,,0.146,20.306546,160.46,,2014.0,Primary Transit
Kepler-206 b,,0.107,7.781986999999999,604.81,0.94,2014.0,Primary Transit
Kepler-206 c,,0.158,13.137471,604.81,0.94,2014.0,Primary Transit
Kepler-206 d,,0.106,23.44281,604.81,0.94,2014.0,Primary Transit
Kepler-207 b,,0.14,1.6118649999999999,898.2,,2014.0,Primary Transit
Kepler-207 c,,0.134,3.071571,898.2,,2014.0,Primary Transit
Kepler-207 d,,0.295,5.868075,898.2,,2014.0,Primary Transit
Kepler-208 b,,0.145,4.22864,793.01,1.03,2014.0,Primary Transit
Kepler-208 c,,0.124,7.466622999999999,793.01,1.03,2014.0,Primary Transit
Kepler-208 d,,0.107,11.131786,793.01,1.03,2014.0,Primary Transit
Kepler-208 e,,0.132,16.259458,793.01,1.03,2014.0,Primary Transit
Kepler-209 b,,0.20199999999999999,16.087845,586.68,,2014.0,Primary Transit
Kepler-209 c,,0.27699999999999997,41.749882,586.68,,2014.0,Primary Transit
Kepler-21 b,0.01598,0.146,2.78578,108.86,1.41,2012.0,Primary Transit
Kepler-210 b,,0.262,2.453234,234.33,0.63,2014.0,Primary Transit
Kepler-210 c,,0.32299999999999995,7.972513,234.33,0.63,2014.0,Primary Transit
Kepler-211 b,,0.11199999999999999,4.138575,312.14,0.97,2014.0,Primary Transit
Kepler-211 c,,0.115,6.04045,312.14,0.97,2014.0,Primary Transit
Kepler-212 b,,0.09699999999999999,16.257582,701.04,1.16,2014.0,Primary Transit
Kepler-212 c,,0.244,31.805173999999997,701.04,1.16,2014.0,Primary Transit
Kepler-213 b,,0.145,2.46236,646.74,0.94,2014.0,Primary Transit
Kepler-213 c,,0.209,4.822962,646.74,0.94,2014.0,Primary Transit
Kepler-214 b,,0.233,15.660544,1252.07,,2014.0,Primary Transit
Kepler-214 c,,0.19,28.7798,1252.07,,2014.0,Primary Transit
Kepler-215 b,,0.145,9.360672000000001,492.9,0.77,2014.0,Primary Transit
Kepler-215 c,,0.158,14.667107999999999,492.9,0.77,2014.0,Primary Transit
Kepler-215 d,,0.213,30.864423,492.9,0.77,2014.0,Primary Transit
Kepler-215 e,,0.156,68.16101,492.9,0.77,2014.0,Primary Transit
Kepler-216 b,,0.21,7.693641,1229.44,,2014.0,Primary Transit
Kepler-216 c,,0.271,17.406669,1229.44,,2014.0,Primary Transit
Kepler-217 b,,0.19899999999999998,5.374943,1140.95,,2014.0,Primary Transit
Kepler-217 c,,0.165,8.586003999999999,1140.95,,2014.0,Primary Transit
Kepler-217 d,,0.11800000000000001,3.88689525,1140.95,,2016.0,Primary Transit
Kepler-218 b,,0.132,3.6193370000000002,669.02,,2014.0,Primary Transit
Kepler-218 c,,0.28,44.699576,669.02,,2014.0,Primary Transit
Kepler-218 d,,0.237,124.52446470000001,669.02,,2016.0,Primary Transit
Kepler-219 b,,0.263,4.5855120000000005,805.3,,2014.0,Primary Transit
Kepler-219 c,,0.319,22.714613,805.3,,2014.0,Primary Transit
Kepler-219 d,,0.251,47.903645000000004,805.3,,2014.0,Primary Transit
Kepler-22 b,0.113,0.212,289.8623,190.0,0.97,2011.0,Primary Transit
Kepler-220 b,,0.07200000000000001,4.159807,171.96,,2014.0,Primary Transit
Kepler-220 c,,0.14,9.034199000000001,171.96,,2014.0,Primary Transit
Kepler-220 d,,0.087,28.122396999999996,171.96,,2014.0,Primary Transit
Kepler-220 e,,0.11900000000000001,45.902733000000005,171.96,,2014.0,Primary Transit
Kepler-221 b,,0.153,2.795906,389.55,0.72,2014.0,Primary Transit
Kepler-221 c,,0.261,5.690586,389.55,0.72,2014.0,Primary Transit
Kepler-221 d,,0.244,10.04156,389.55,0.72,2014.0,Primary Transit
Kepler-221 e,,0.235,18.369917,389.55,0.72,2014.0,Primary Transit
Kepler-222 b,,0.282,3.936981,775.61,,2014.0,Primary Transit
Kepler-222 c,,0.414,10.08881,775.61,,2014.0,Primary Transit
Kepler-222 d,,0.32899999999999996,28.081912,775.61,,2014.0,Primary Transit
Kepler-223 b,0.023280000000000002,0.267,7.3844899999999996,1960.49,1.12,2014.0,Primary Transit
Kepler-223 c,0.01605,0.307,9.84564,1960.49,1.12,2014.0,Primary Transit
Kepler-223 d,0.025169999999999998,0.467,14.788689999999999,1960.49,1.12,2014.0,Primary Transit
Kepler-223 e,0.0151,0.41,19.72567,1960.49,1.12,2014.0,Primary Transit
Kepler-224 b,,0.124,3.132924,799.75,0.74,2014.0,Primary Transit
Kepler-224 c,,0.278,5.925003,799.75,0.74,2014.0,Primary Transit
Kepler-224 d,,0.205,11.349393,799.75,0.74,2014.0,Primary Transit
Kepler-224 e,,0.17600000000000002,18.643577,799.75,0.74,2014.0,Primary Transit
Kepler-225 b,,0.107,6.738975,569.99,,2014.0,Primary Transit
Kepler-225 c,,0.16399999999999998,18.794234,569.99,,2014.0,Primary Transit
Kepler-226 b,,0.138,3.9409970000000003,1008.14,0.86,2014.0,Primary Transit
Kepler-226 c,,0.203,5.3495550000000005,1008.14,0.86,2014.0,Primary Transit
Kepler-226 d,,0.109,8.109044,1008.14,0.86,2014.0,Primary Transit
Kepler-227 b,,0.27699999999999997,9.488014999999999,1117.5,,2014.0,Primary Transit
Kepler-227 c,,0.271,54.418693999999995,1117.5,,2014.0,Primary Transit
Kepler-228 b,,0.136,2.5665459999999998,1724.6,,2014.0,Primary Transit
Kepler-228 c,,0.24100000000000002,4.134444,1724.6,,2014.0,Primary Transit
Kepler-228 d,,0.36,11.094286,1724.6,,2014.0,Primary Transit
Kepler-229 b,,0.196,6.252972,845.88,,2014.0,Primary Transit
Kepler-229 c,,0.439,16.068638,845.88,,2014.0,Primary Transit
Kepler-229 d,,0.34299999999999997,41.194912,845.88,,2014.0,Primary Transit
Kepler-23 b,0.8,0.17,7.1073,856.34,1.11,2011.0,Primary Transit
Kepler-23 c,2.7,0.285,10.7421,856.34,1.11,2011.0,Primary Transit
Kepler-23 d,0.055,0.196,15.274299,856.34,1.11,2014.0,Primary Transit
Kepler-230 b,,0.38,32.625555,756.73,,2014.0,Primary Transit
Kepler-230 c,,0.182,91.77324200000001,756.73,,2014.0,Primary Transit
Kepler-231 b,,0.154,10.065275,319.49,0.58,2014.0,Primary Transit
Kepler-231 c,,0.172,19.271566,319.49,0.58,2014.0,Primary Transit
Kepler-232 b,,0.275,4.431222,1402.96,,2014.0,Primary Transit
Kepler-232 c,,0.342,11.379349000000001,1402.96,,2014.0,Primary Transit
Kepler-233 b,,0.217,8.472382000000001,877.73,,2014.0,Primary Transit
Kepler-233 c,,0.242,60.418955000000004,877.73,,2014.0,Primary Transit
Kepler-234 b,,0.33,2.711506,1821.01,,2014.0,Primary Transit
Kepler-234 c,,0.313,7.21205,1821.01,,2014.0,Primary Transit
Kepler-235 b,,0.19899999999999998,3.3402220000000002,433.24,0.59,2014.0,Primary Transit
Kepler-235 c,,0.114,7.824903999999999,433.24,0.59,2014.0,Primary Transit
Kepler-235 d,,0.183,20.060548,433.24,0.59,2014.0,Primary Transit
Kepler-235 e,,0.198,46.183669,433.24,0.59,2014.0,Primary Transit
Kepler-236 b,,0.14,8.295611,291.17,0.56,2014.0,Primary Transit
Kepler-236 c,,0.17800000000000002,23.968127,291.17,0.56,2014.0,Primary Transit
Kepler-237 b,,0.126,4.715106,670.41,0.7,2014.0,Primary Transit
Kepler-237 c,,0.18600000000000003,8.103636,670.41,0.7,2014.0,Primary Transit
Kepler-238 b,,0.154,2.0908759999999997,1897.73,1.43,2014.0,Primary Transit
Kepler-238 c,,0.213,6.155557,1897.73,1.43,2014.0,Primary Transit
Kepler-238 d,,0.27399999999999997,13.233548999999998,1897.73,1.43,2014.0,Primary Transit
Kepler-238 e,0.534,0.5,23.654,1897.73,1.43,2013.0,Primary Transit
Kepler-238 f,0.042,0.17800000000000002,50.446999999999996,1897.73,1.43,2013.0,Primary Transit
Kepler-239 b,,0.20800000000000002,11.763050999999999,660.07,0.74,2014.0,Primary Transit
Kepler-239 c,,0.22399999999999998,56.228097999999996,660.07,0.74,2014.0,Primary Transit
Kepler-24 b,1.6,0.214,8.1453,1195.99,1.03,2011.0,Primary Transit
Kepler-24 c,1.6,0.25,12.3335,1195.99,1.03,2011.0,Primary Transit
Kepler-24 d,,0.149,4.244383999999999,1195.99,1.03,2014.0,Primary Transit
Kepler-24 e,,0.248,18.998355,1195.99,1.03,2014.0,Primary Transit
Kepler-240 b,,0.122,4.144495,762.74,,2014.0,Primary Transit
Kepler-240 c,,0.196,7.9535279999999995,762.74,,2014.0,Primary Transit
Kepler-241 b,,0.20800000000000002,12.718092,609.86,,2014.0,Primary Transit
Kepler-241 c,,0.22899999999999998,36.065978,609.86,,2014.0,Primary Transit
Kepler-242 b,,0.233,8.20395,610.6,,2014.0,Primary Transit
Kepler-242 c,,0.17800000000000002,14.496481,610.6,,2014.0,Primary Transit
Kepler-243 b,,0.21899999999999997,5.7154419999999995,707.94,0.89,2014.0,Primary Transit
Kepler-243 c,,0.17800000000000002,20.026218,707.94,0.89,2014.0,Primary Transit
Kepler-244 b,,0.24600000000000002,4.311792,1067.62,,2014.0,Primary Transit
Kepler-244 c,,0.183,9.767292,1067.62,,2014.0,Primary Transit
Kepler-244 d,,0.20600000000000002,20.050401,1067.62,,2014.0,Primary Transit
Kepler-245 b,,0.22899999999999998,7.490189999999999,882.65,0.8,2014.0,Primary Transit
Kepler-245 c,,0.19399999999999998,17.460812,882.65,0.8,2014.0,Primary Transit
Kepler-245 d,,0.27,36.277108,882.65,0.8,2014.0,Primary Transit
Kepler-245 e,,0.156,3.21982106,882.65,0.8,2016.0,Primary Transit
Kepler-246 b,,0.209,4.60182,637.44,0.86,2014.0,Primary Transit
Kepler-246 c,,0.134,11.187161,637.44,0.86,2014.0,Primary Transit
Kepler-247 b,,0.146,3.33616,676.38,0.884,2014.0,Primary Transit
Kepler-247 c,,0.365,9.439452000000001,676.38,0.884,2014.0,Primary Transit
Kepler-247 d,,0.35200000000000004,20.477912,676.38,0.884,2014.0,Primary Transit
Kepler-248 b,,0.26899999999999996,6.308205,754.65,,2014.0,Primary Transit
Kepler-248 c,,0.363,16.239494,754.65,,2014.0,Primary Transit
Kepler-249 b,,0.09699999999999999,3.306539,191.44,,2014.0,Primary Transit
